id,id_trabajador,fecha,dia_semana,hora_entrada,hora_salida,modificado
141,44556677N,2020-01-13,Lunes,06:49:12,14:55:06,false
142,55667788O,2020-01-13,Lunes,07:04:53,15:10:18,false
143,66778899P,2020-01-13,Lunes,06:53:23,14:49:03,false
144,77889900Q,2020-01-13,Lunes,06:53:25,14:50:49,false
145,88990011R,2020-01-13,Lunes,07:06:14,15:13:53,false
146,99001122S,2020-01-13,Lunes,06:47:05,14:49:00,false
147,12312312U,2020-01-13,Lunes,06:55:33,14:56:14,false
148,23423423V,2020-01-13,Lunes,06:58:26,15:04:52,false
149,34534534W,2020-01-13,Lunes,07:00:44,15:08:43,false
150,12345678A,2020-01-14,Martes,06:56:08,14:46:39,false
151,23456789B,2020-01-14,Martes,06:49:59,15:07:58,false
152,34567890C,2020-01-14,Martes,07:06:17,15:02:43,false
153,45678901D,2020-01-14,Martes,07:05:53,15:14:41,false
154,56789012E,2020-01-14,Martes,06:46:17,15:00:05,false
155,67890123F,2020-01-14,Martes,07:08:28,14:59:13,false
156,78901234G,2020-01-14,Martes,07:01:57,15:07:35,false
157,89012345H,2020-01-14,Martes,07:00:23,14:45:11,false
158,90123456I,2020-01-14,Martes,06:45:54,14:45:57,false
159,01234567J,2020-01-14,Martes,07:03:39,15:11:16,false
160,11223344K,2020-01-14,Martes,06:57:16,15:06:05,false
161,22334455L,2020-01-14,Martes,06:50:30,15:07:25,false
162,33445566M,2020-01-14,Martes,07:08:37,14:47:16,false
163,44556677N,2020-01-14,Martes,06:46:16,15:08:31,false
164,55667788O,2020-01-14,Martes,06:57:52,15:13:30,false
165,77889900Q,2020-01-14,Martes,07:01:46,15:08:59,false
166,88990011R,2020-01-14,Martes,07:11:34,14:47:07,false
167,99001122S,2020-01-14,Martes,07:01:48,15:09:51,false
168,12312312U,2020-01-14,Martes,06:57:42,14:54:03,false
169,23423423V,2020-01-14,Martes,07:03:03,14:55:52,false
170,34534534W,2020-01-14,Martes,07:02:04,15:08:15,false
171,45645645X,2020-01-14,Martes,07:00:21,15:04:21,false
172,56756756Y,2020-01-14,Martes,06:45:05,15:15:49,false
173,12345678A,2020-01-15,Miércoles,06:53:44,15:12:17,false
174,23456789B,2020-01-15,Miércoles,07:12:10,14:57:46,false
175,34567890C,2020-01-15,Miércoles,07:02:09,14:59:19,false
176,45678901D,2020-01-15,Miércoles,06:47:03,14:57:15,false
177,56789012E,2020-01-15,Miércoles,07:06:24,14:52:59,false
178,67890123F,2020-01-15,Miércoles,07:08:50,15:02:56,false
179,78901234G,2020-01-15,Miércoles,07:12:55,15:04:04,false
180,89012345H,2020-01-15,Miércoles,06:47:56,15:05:31,false
181,90123456I,2020-01-15,Miércoles,07:04:12,14:48:46,false
182,01234567J,2020-01-15,Miércoles,06:56:55,14:47:17,false
183,11223344K,2020-01-15,Miércoles,07:02:25,14:58:17,false
184,22334455L,2020-01-15,Miércoles,07:06:52,14:48:35,false
185,33445566M,2020-01-15,Miércoles,07:09:32,14:51:22,false
186,44556677N,2020-01-15,Miércoles,06:59:44,14:45:55,false
187,55667788O,2020-01-15,Miércoles,07:04:15,14:57:51,false
188,88990011R,2020-01-15,Miércoles,07:15:21,14:55:48,false
189,99001122S,2020-01-15,Miércoles,07:13:18,15:02:02,false
190,12312312U,2020-01-15,Miércoles,07:03:58,14:47:22,false
191,23423423V,2020-01-15,Miércoles,06:58:43,15:15:18,false
192,34534534W,2020-01-15,Miércoles,06:48:18,15:15:28,false
193,45645645X,2020-01-15,Miércoles,07:07:34,15:01:30,false
194,56756756Y,2020-01-15,Miércoles,07:10:51,15:11:50,false
195,12345678A,2020-01-16,Jueves,06:48:46,15:06:43,false
196,34567890C,2020-01-16,Jueves,06:53:44,15:07:53,false
197,45678901D,2020-01-16,Jueves,07:05:07,14:59:24,false
198,56789012E,2020-01-16,Jueves,07:13:25,15:11:10,false
199,67890123F,2020-01-16,Jueves,07:00:26,14:57:44,false
200,78901234G,2020-01-16,Jueves,07:06:12,15:12:45,false
201,89012345H,2020-01-16,Jueves,07:15:44,14:52:51,false
202,01234567J,2020-01-16,Jueves,06:45:17,15:15:34,false
203,11223344K,2020-01-16,Jueves,06:52:45,15:14:27,false
204,22334455L,2020-01-16,Jueves,07:07:42,14:51:22,false
205,33445566M,2020-01-16,Jueves,07:12:16,15:09:10,false
206,44556677N,2020-01-16,Jueves,07:15:52,14:59:59,false
207,55667788O,2020-01-16,Jueves,07:12:41,15:05:11,false
208,77889900Q,2020-01-16,Jueves,06:55:05,14:45:33,false
209,88990011R,2020-01-16,Jueves,07:06:24,14:56:31,false
210,99001122S,2020-01-16,Jueves,07:06:55,15:10:33,false
211,12312312U,2020-01-16,Jueves,07:09:56,15:05:52,false
212,23423423V,2020-01-16,Jueves,07:00:57,15:13:20,false
213,34534534W,2020-01-16,Jueves,06:59:29,15:09:15,false
214,56756756Y,2020-01-16,Jueves,06:57:06,15:03:44,false
215,12345678A,2020-01-17,Viernes,07:11:26,15:13:07,false
216,34567890C,2020-01-17,Viernes,07:10:06,15:10:40,false
217,45678901D,2020-01-17,Viernes,06:59:47,15:09:52,false
218,56789012E,2020-01-17,Viernes,06:48:55,14:56:58,false
219,78901234G,2020-01-17,Viernes,06:51:57,15:04:30,false
220,89012345H,2020-01-17,Viernes,07:00:57,14:53:44,false
221,90123456I,2020-01-17,Viernes,07:11:11,14:56:39,false
222,01234567J,2020-01-17,Viernes,07:11:48,14:56:26,false
223,11223344K,2020-01-17,Viernes,06:45:18,15:14:51,false
224,33445566M,2020-01-17,Viernes,06:56:46,15:03:58,false
225,44556677N,2020-01-17,Viernes,06:59:36,15:08:22,false
226,55667788O,2020-01-17,Viernes,07:15:41,14:51:47,false
227,66778899P,2020-01-17,Viernes,07:11:09,15:07:51,false
228,77889900Q,2020-01-17,Viernes,06:56:02,15:13:47,false
229,88990011R,2020-01-17,Viernes,07:02:09,15:02:53,false
230,99001122S,2020-01-17,Viernes,07:00:38,15:09:26,false
231,00112233T,2020-01-17,Viernes,07:08:15,14:59:03,false
232,12312312U,2020-01-17,Viernes,06:48:29,14:56:28,false
233,23423423V,2020-01-17,Viernes,07:03:48,14:51:38,false
234,34534534W,2020-01-17,Viernes,07:10:31,14:46:38,false
235,45645645X,2020-01-17,Viernes,06:51:59,14:51:53,false
236,56756756Y,2020-01-17,Viernes,06:54:01,14:47:11,false
237,23456789B,2020-01-20,Lunes,06:48:10,15:03:15,false
238,34567890C,2020-01-20,Lunes,06:49:23,15:07:21,false
239,45678901D,2020-01-20,Lunes,07:06:23,14:50:19,false
240,56789012E,2020-01-20,Lunes,07:02:18,14:46:46,false
241,78901234G,2020-01-20,Lunes,06:49:14,15:12:22,false
242,89012345H,2020-01-20,Lunes,07:05:47,15:02:00,false
243,90123456I,2020-01-20,Lunes,07:14:36,14:59:12,false
244,01234567J,2020-01-20,Lunes,07:01:41,15:13:55,false
245,11223344K,2020-01-20,Lunes,06:56:04,15:07:38,false
246,22334455L,2020-01-20,Lunes,06:52:07,14:55:41,false
247,33445566M,2020-01-20,Lunes,06:48:47,15:04:49,false
248,44556677N,2020-01-20,Lunes,07:03:05,14:57:55,false
249,55667788O,2020-01-20,Lunes,06:49:33,14:45:50,false
250,77889900Q,2020-01-20,Lunes,06:46:57,14:51:09,false
251,88990011R,2020-01-20,Lunes,06:50:21,14:56:38,false
252,99001122S,2020-01-20,Lunes,06:58:58,14:51:26,false
253,00112233T,2020-01-20,Lunes,07:13:49,15:10:21,false
254,12312312U,2020-01-20,Lunes,07:12:57,15:04:16,false
255,34534534W,2020-01-20,Lunes,06:49:39,15:09:47,false
256,45645645X,2020-01-20,Lunes,06:47:11,15:01:27,false
257,56756756Y,2020-01-20,Lunes,06:55:49,14:49:03,false
258,23456789B,2020-01-21,Martes,06:51:25,14:58:35,false
259,34567890C,2020-01-21,Martes,07:08:41,14:55:02,false
260,45678901D,2020-01-21,Martes,07:15:34,14:58:54,false
261,56789012E,2020-01-21,Martes,06:50:46,15:07:18,false
262,67890123F,2020-01-21,Martes,06:46:55,15:00:36,false
263,78901234G,2020-01-21,Martes,07:01:36,15:03:06,false
264,89012345H,2020-01-21,Martes,07:15:45,14:58:38,false
265,90123456I,2020-01-21,Martes,06:53:38,15:09:44,false
266,01234567J,2020-01-21,Martes,06:51:31,14:48:21,false
267,11223344K,2020-01-21,Martes,06:59:11,14:58:17,false
268,33445566M,2020-01-21,Martes,07:10:26,15:03:20,false
269,44556677N,2020-01-21,Martes,06:49:55,14:58:25,false
270,55667788O,2020-01-21,Martes,07:15:39,14:56:35,false
271,77889900Q,2020-01-21,Martes,06:49:33,15:00:36,false
272,88990011R,2020-01-21,Martes,07:08:59,15:08:47,false
273,99001122S,2020-01-21,Martes,06:51:59,15:00:05,false
274,00112233T,2020-01-21,Martes,06:59:19,14:51:35,false
275,12312312U,2020-01-21,Martes,07:15:21,15:07:53,false
276,34534534W,2020-01-21,Martes,06:54:49,14:59:19,false
277,45645645X,2020-01-21,Martes,07:00:06,14:56:15,false
278,56756756Y,2020-01-21,Martes,06:54:48,15:11:34,false
279,34567890C,2020-01-22,Miércoles,06:56:07,14:55:56,false
280,45678901D,2020-01-22,Miércoles,07:05:15,15:03:09,false
281,56789012E,2020-01-22,Miércoles,06:48:45,15:12:59,false
282,67890123F,2020-01-22,Miércoles,07:02:29,15:11:32,false
283,78901234G,2020-01-22,Miércoles,06:54:36,14:58:02,false
284,89012345H,2020-01-22,Miércoles,07:06:37,14:55:32,false
285,90123456I,2020-01-22,Miércoles,07:07:43,15:10:50,false
286,01234567J,2020-01-22,Miércoles,07:14:02,14:52:24,false
287,11223344K,2020-01-22,Miércoles,06:47:04,14:57:02,false
288,33445566M,2020-01-22,Miércoles,06:58:40,14:54:53,false
289,44556677N,2020-01-22,Miércoles,06:46:36,15:06:31,false
290,55667788O,2020-01-22,Miércoles,06:51:35,15:12:53,false
291,66778899P,2020-01-22,Miércoles,06:48:26,15:08:48,false
292,77889900Q,2020-01-22,Miércoles,06:59:34,15:09:30,false
293,88990011R,2020-01-22,Miércoles,06:50:59,15:01:55,false
294,99001122S,2020-01-22,Miércoles,06:57:15,15:05:07,false
295,00112233T,2020-01-22,Miércoles,06:54:41,15:03:52,false
296,12312312U,2020-01-22,Miércoles,07:13:08,15:04:16,false
297,34534534W,2020-01-22,Miércoles,07:10:21,15:07:29,false
298,45645645X,2020-01-22,Miércoles,06:49:14,14:59:40,false
299,56756756Y,2020-01-22,Miércoles,06:50:21,15:13:01,false
300,12345678A,2020-01-23,Jueves,07:10:13,15:06:31,false
301,23456789B,2020-01-23,Jueves,07:05:38,14:49:38,false
302,34567890C,2020-01-23,Jueves,06:51:54,14:53:11,false
303,45678901D,2020-01-23,Jueves,07:03:38,14:50:11,false
304,56789012E,2020-01-23,Jueves,07:09:23,14:56:09,false
305,67890123F,2020-01-23,Jueves,07:12:50,15:05:18,false
306,78901234G,2020-01-23,Jueves,06:59:52,15:11:25,false
307,89012345H,2020-01-23,Jueves,06:54:38,14:52:06,false
308,01234567J,2020-01-23,Jueves,07:02:10,15:14:59,false
309,11223344K,2020-01-23,Jueves,07:08:14,14:58:20,false
310,22334455L,2020-01-23,Jueves,07:15:48,15:02:55,false
311,33445566M,2020-01-23,Jueves,06:55:21,14:54:32,false
312,44556677N,2020-01-23,Jueves,06:50:23,15:14:37,false
313,55667788O,2020-01-23,Jueves,07:10:24,14:46:39,false
314,66778899P,2020-01-23,Jueves,07:08:26,15:03:30,false
315,77889900Q,2020-01-23,Jueves,07:02:30,14:54:00,false
316,88990011R,2020-01-23,Jueves,07:12:11,15:00:57,false
317,99001122S,2020-01-23,Jueves,07:05:51,14:45:16,false
318,23423423V,2020-01-23,Jueves,07:07:06,15:09:37,false
319,34534534W,2020-01-23,Jueves,07:08:07,15:05:06,false
320,45645645X,2020-01-23,Jueves,06:57:54,14:51:00,false
321,56756756Y,2020-01-23,Jueves,07:15:40,14:54:42,false
322,34567890C,2020-01-24,Viernes,06:59:25,15:02:54,false
323,56789012E,2020-01-24,Viernes,06:58:06,14:47:25,false
324,67890123F,2020-01-24,Viernes,07:04:35,14:55:34,false
325,78901234G,2020-01-24,Viernes,07:11:28,15:11:00,false
326,89012345H,2020-01-24,Viernes,07:03:17,14:49:21,false
327,90123456I,2020-01-24,Viernes,07:15:25,15:04:01,false
328,01234567J,2020-01-24,Viernes,06:56:54,15:15:32,false
329,11223344K,2020-01-24,Viernes,06:50:00,14:57:45,false
330,44556677N,2020-01-24,Viernes,07:01:42,14:52:53,false
331,55667788O,2020-01-24,Viernes,07:15:23,15:10:06,false
332,66778899P,2020-01-24,Viernes,06:56:03,14:45:10,false
333,77889900Q,2020-01-24,Viernes,07:05:12,14:54:22,false
334,88990011R,2020-01-24,Viernes,06:57:11,15:02:55,false
335,99001122S,2020-01-24,Viernes,07:10:32,15:12:19,false
336,00112233T,2020-01-24,Viernes,07:04:59,14:57:47,false
337,12312312U,2020-01-24,Viernes,07:09:32,15:00:08,false
338,23423423V,2020-01-24,Viernes,07:09:09,14:48:26,false
339,34534534W,2020-01-24,Viernes,06:45:05,15:09:42,false
340,45645645X,2020-01-24,Viernes,07:02:11,15:03:06,false
341,56756756Y,2020-01-24,Viernes,06:51:01,15:15:42,false
342,12345678A,2020-01-27,Lunes,06:51:16,15:11:17,false
343,34567890C,2020-01-27,Lunes,07:09:26,14:55:45,false
344,56789012E,2020-01-27,Lunes,07:04:08,15:07:57,false
345,67890123F,2020-01-27,Lunes,07:05:48,14:52:20,false
346,78901234G,2020-01-27,Lunes,07:11:04,14:52:31,false
347,89012345H,2020-01-27,Lunes,06:52:24,14:46:48,false
348,90123456I,2020-01-27,Lunes,07:13:49,15:12:37,false
349,01234567J,2020-01-27,Lunes,07:10:51,14:59:03,false
350,11223344K,2020-01-27,Lunes,07:10:07,14:48:56,false
351,22334455L,2020-01-27,Lunes,06:46:05,14:52:53,false
352,44556677N,2020-01-27,Lunes,06:49:13,14:51:25,false
353,55667788O,2020-01-27,Lunes,07:01:26,14:53:14,false
354,66778899P,2020-01-27,Lunes,07:12:11,15:09:55,false
355,77889900Q,2020-01-27,Lunes,06:56:22,14:48:38,false
356,88990011R,2020-01-27,Lunes,07:10:36,14:50:52,false
357,99001122S,2020-01-27,Lunes,07:14:57,14:49:02,false
358,00112233T,2020-01-27,Lunes,06:56:44,15:10:38,false
359,12312312U,2020-01-27,Lunes,07:14:21,14:52:40,false
360,23423423V,2020-01-27,Lunes,07:04:01,14:52:45,false
361,34534534W,2020-01-27,Lunes,06:56:12,15:01:42,false
362,12345678A,2020-01-28,Martes,06:47:24,14:54:15,false
363,23456789B,2020-01-28,Martes,07:15:48,14:53:01,false
364,34567890C,2020-01-28,Martes,07:11:05,14:53:03,false
365,45678901D,2020-01-28,Martes,07:14:51,14:47:05,false
366,56789012E,2020-01-28,Martes,06:51:24,14:51:36,false
367,67890123F,2020-01-28,Martes,07:01:22,15:02:33,false
368,78901234G,2020-01-28,Martes,07:09:01,15:12:56,false
369,89012345H,2020-01-28,Martes,07:03:31,15:11:35,false
370,90123456I,2020-01-28,Martes,06:53:10,15:05:04,false
371,01234567J,2020-01-28,Martes,07:05:29,15:04:08,false
372,11223344K,2020-01-28,Martes,07:08:18,15:04:28,false
373,22334455L,2020-01-28,Martes,06:58:04,14:58:03,false
374,33445566M,2020-01-28,Martes,07:14:42,15:09:52,false
375,44556677N,2020-01-28,Martes,06:58:18,15:03:09,false
376,55667788O,2020-01-28,Martes,07:14:49,14:52:42,false
377,66778899P,2020-01-28,Martes,06:58:05,15:02:36,false
378,77889900Q,2020-01-28,Martes,06:55:13,14:50:07,false
379,88990011R,2020-01-28,Martes,07:02:49,14:49:40,false
380,99001122S,2020-01-28,Martes,06:52:43,14:55:09,false
381,00112233T,2020-01-28,Martes,07:13:00,15:00:20,false
382,23423423V,2020-01-28,Martes,06:55:27,15:12:14,false
383,34534534W,2020-01-28,Martes,06:57:17,15:00:27,false
384,45645645X,2020-01-28,Martes,06:50:04,15:06:42,false
385,56756756Y,2020-01-28,Martes,07:05:08,15:13:39,false
386,12345678A,2020-01-29,Miércoles,07:14:44,14:56:52,false
387,23456789B,2020-01-29,Miércoles,07:07:36,14:57:14,false
388,34567890C,2020-01-29,Miércoles,07:02:26,14:49:52,false
389,45678901D,2020-01-29,Miércoles,06:49:17,14:59:04,false
390,56789012E,2020-01-29,Miércoles,07:08:45,15:07:03,false
391,67890123F,2020-01-29,Miércoles,06:50:16,15:02:44,false
392,78901234G,2020-01-29,Miércoles,06:55:33,15:09:57,false
393,89012345H,2020-01-29,Miércoles,06:55:58,15:04:57,false
394,90123456I,2020-01-29,Miércoles,06:51:39,14:57:49,false
395,01234567J,2020-01-29,Miércoles,07:11:56,15:06:20,false
396,22334455L,2020-01-29,Miércoles,06:53:26,14:45:15,false
397,33445566M,2020-01-29,Miércoles,07:10:07,14:48:26,false
398,44556677N,2020-01-29,Miércoles,06:52:27,15:04:20,false
399,55667788O,2020-01-29,Miércoles,06:49:45,14:56:58,false
400,66778899P,2020-01-29,Miércoles,07:00:04,15:06:46,false
401,77889900Q,2020-01-29,Miércoles,06:57:13,15:10:50,false
402,88990011R,2020-01-29,Miércoles,07:04:40,15:07:13,false
403,00112233T,2020-01-29,Miércoles,06:53:05,14:48:56,false
404,12312312U,2020-01-29,Miércoles,07:11:38,14:47:42,false
405,23423423V,2020-01-29,Miércoles,06:50:39,14:56:48,false
406,34534534W,2020-01-29,Miércoles,06:45:34,14:54:29,false
407,45645645X,2020-01-29,Miércoles,07:01:03,15:03:19,false
408,12345678A,2020-01-30,Jueves,07:09:56,14:56:32,false
409,23456789B,2020-01-30,Jueves,07:11:05,15:10:00,false
410,34567890C,2020-01-30,Jueves,07:09:57,14:55:05,false
411,45678901D,2020-01-30,Jueves,06:52:04,14:56:05,false
412,56789012E,2020-01-30,Jueves,07:06:33,14:47:41,false
413,67890123F,2020-01-30,Jueves,07:05:24,15:05:38,false
414,78901234G,2020-01-30,Jueves,06:57:25,14:59:37,false
415,89012345H,2020-01-30,Jueves,07:11:55,14:45:57,false
416,01234567J,2020-01-30,Jueves,07:09:58,15:00:35,false
417,11223344K,2020-01-30,Jueves,07:08:58,14:54:24,false
418,22334455L,2020-01-30,Jueves,06:49:56,15:01:37,false
419,33445566M,2020-01-30,Jueves,06:59:50,14:47:12,false
420,44556677N,2020-01-30,Jueves,07:01:53,14:56:57,false
421,55667788O,2020-01-30,Jueves,06:49:27,14:48:16,false
